TOA5,CR1000,CR1000,86673,CR1000.Std.31.03,CPU:Chieppa_8sensors variable voltage.CR1,13783,Quantum,,,,
TIMESTAMP,RECORD,BattV_Min,PanelT,PPF(1),PPF(2),PPF(3),PPF(4),PPF(5),PPF(6),PPF(7),PPF(8)
TS,RN,,,,,,,,,,
,,Min,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
8/20/2024 13:25,105445,13.60991,22.14043,450.5041,0,0,571.0375,948.0248,904.4276,0,0
8/20/2024 13:30,105446,13.61026,22.16755,759.1097,0,0,567.6226,939.4838,905.2896,0,0
8/20/2024 13:35,105447,13.61467,22.16755,654.8181,0,0,541.9774,941.1941,904.4354,0,0
8/20/2024 13:40,105448,13.61013,22.16755,427.4211,0,0,511.1957,948.8749,904.4232,0,0
8/20/2024 13:45,105449,13.61471,22.14043,558.2441,0,0,504.3859,947.2197,904.4751,0,0
8/20/2024 13:50,105450,13.61057,22.00036,759.1284,0,0,555.6683,939.5068,903.6021,0,0
8/20/2024 13:55,105451,13.61586,21.86255,777.9806,0,0,601.8663,941.271,903.6544,0,0
8/20/2024 14:00,105452,13.61515,21.75184,414.6346,0,0,693.3375,946.3929,904.502,0,0
8/20/2024 14:05,105453,13.61592,21.67051,426.5956,0,0,678.7914,945.5206,904.4854,0,0
8/20/2024 14:10,105454,13.61595,21.67051,381.2904,0,0,665.9758,947.2416,906.2059,0,0
8/20/2024 14:15,105455,13.6157,21.72473,713.8684,0,0,682.2359,944.7001,907.938,0,0
8/20/2024 14:20,105456,13.6105,21.83543,760.8686,0,0,680.5072,940.3994,907.0579,0,0
8/20/2024 14:25,105457,13.61079,21.91903,780.513,0,0,571.0654,940.3771,907.0364,0,0
8/20/2024 14:30,105458,13.61585,22.00036,385.5666,0,0,447.9754,946.3908,907.0647,0,0
8/20/2024 14:35,105459,13.61477,22.05684,420.5956,0,0,362.4645,947.1951,907.0162,0,0
8/20/2024 14:40,105460,13.61013,22.00036,701.8248,0,0,326.5494,943.7449,906.9867,0,0
8/20/2024 14:45,105461,13.61564,21.94614,759.9721,0,0,360.7516,941.2028,906.1534,0,0
8/20/2024 14:50,105462,13.61575,21.88965,675.3364,0,0,372.7173,941.1967,905.2928,0,0
8/20/2024 14:55,105463,13.61537,21.86255,405.2106,0,0,373.5803,946.3463,905.3123,0,0
8/20/2024 15:00,105464,13.60991,21.80832,414.6351,0,0,373.599,947.2488,904.5029,0,0
8/20/2024 15:05,105465,13.61611,21.72473,538.6117,0,0,373.6084,947.2726,903.6708,0,0
8/20/2024 15:10,105466,13.61063,21.72473,810.4794,0,0,337.6998,941.2847,903.6675,0,0
8/20/2024 15:15,105467,13.61591,21.69762,760.0378,0,0,439.4369,940.4292,903.667,0,0
8/20/2024 15:20,105468,13.6163,21.69762,680.5425,0,0,547.1699,941.3032,903.6852,0,0
8/20/2024 15:25,105469,13.61091,21.67051,400.9434,0,0,635.1833,946.3633,903.6188,0,0
8/20/2024 15:30,105470,13.61116,21.61628,392.4053,0,0,686.4955,947.2441,903.6436,0,0
8/20/2024 15:35,105471,13.61681,21.69762,700.2038,0,0,710.4631,944.7194,903.6818,0,0
8/20/2024 15:40,105472,13.61681,21.80832,760.8808,0,0,671.9689,941.2694,904.5078,0,0
8/20/2024 15:45,105473,13.61679,21.91903,696.7471,0,0,665.9705,938.685,904.4888,0,0
8/20/2024 15:50,105474,13.61675,22.00036,410.3534,0,0,665.9694,947.2324,905.3421,0,0
8/20/2024 15:55,105475,13.61578,22.00036,376.9827,0,0,665.9173,947.1584,906.9811,0,0
8/20/2024 16:00,105476,13.61144,21.97325,805.2881,0,0,704.4133,941.2125,907.8726,0,0
8/20/2024 16:05,105477,13.60956,21.91903,765.1255,0,0,684.766,347.0849,626.6335,0,0
8/20/2024 16:10,105478,13.61562,21.88965,543.692,0,0,591.5642,658.2435,625.7587,0,0
8/20/2024 16:15,105479,13.60971,21.88965,400.0875,0,0,420.6048,438.5575,303.4852,0,0
8/20/2024 16:20,105480,13.61105,21.86255,424.0265,0,0,347.9411,444.5439,322.2943,0,0
8/20/2024 16:25,105481,13.61688,21.83543,419.7561,0,0,367.6071,579.6224,565.0891,0,0
8/20/2024 16:30,105482,13.61064,21.83543,424.0338,0,0,366.755,398.3865,589.8856,0,0
8/20/2024 16:35,105483,13.61605,21.83543,419.7703,0,0,663.4252,556.559,591.6111,0,0
8/20/2024 16:40,105484,13.61088,21.78121,422.3242,0,0,662.5532,443.6969,309.4764,0,0
8/20/2024 16:45,105485,13.61066,21.72473,419.7675,0,0,707.0219,518.0838,332.5653,0,0
8/20/2024 16:50,105486,13.61608,21.67051,406.0982,0,0,495.8673,471.9289,429.1817,0,0
8/20/2024 16:55,105487,13.61112,21.6434,371.0485,0,0,347.1099,464.2381,601.8851,0,0
8/20/2024 17:00,105488,13.61107,21.72473,369.3229,0,0,371.0327,516.3681,629.2167,0,0
8/20/2024 17:05,105489,13.61085,21.86255,366.7618,0,0,328.2903,471.0623,287.254,0,0
8/20/2024 17:10,105490,13.61044,21.97325,377.8818,0,0,458.2458,457.3908,289.8233,0,0
8/20/2024 17:15,105491,13.616,22.02973,407.7889,0,0,621.5147,564.2362,609.5461,0,0
8/20/2024 17:20,105492,13.61055,22.02973,423.1682,0,0,705.2803,359.0518,596.7099,0,0
8/20/2024 17:25,105493,13.61593,21.97325,420.5971,0,0,662.5259,638.5895,320.5771,0,0
8/20/2024 17:30,105494,13.61537,21.91903,424.0346,0,0,684.7817,317.1711,299.218,0,0
8/20/2024 17:35,105495,13.611,21.88965,420.6162,0,0,605.277,658.2816,634.3441,0,0
8/20/2024 17:40,105496,13.61579,21.83543,423.1637,0,0,375.2906,306.9005,621.495,0,0
8/20/2024 17:45,105497,13.61567,21.80832,420.6185,0,0,367.6137,660.8498,313.754,0,0
8/20/2024 17:50,105498,13.61125,21.78121,423.1838,0,0,367.6142,317.1741,329.1429,0,0
8/20/2024 17:55,105499,13.61635,21.72473,396.6861,0,0,411.2199,627.5164,426.6086,0,0
8/20/2024 18:00,105500,13.61091,21.67051,371.8895,0,0,679.6601,372.7444,600.1527,0,0
8/20/2024 18:05,105501,13.61033,21.6434,394.1351,0,0,658.3167,241.9528,456.5469,0,0
8/20/2024 18:10,105502,13.61623,21.61628,478.7683,0,0,702.7635,294.9555,252.2083,0,0
8/20/2024 18:15,105503,13.61659,21.58692,587.331,0,0,571.0875,216.2951,129.9481,0,0
8/20/2024 18:20,105504,13.61118,21.61628,744.678,0,0,336.0028,337.7128,193.223,0,0
8/20/2024 18:25,105505,13.61681,21.75184,804.4863,0,0,365.9088,153.8869,315.4681,0,0
8/20/2024 18:30,105506,13.6102,21.86255,752.3443,0,0,365.058,405.24,339.4099,0,0
8/20/2024 18:35,105507,13.61048,21.94614,754.8713,0,0,391.5414,120.54,209.449,0,0
8/20/2024 18:40,105508,13.61043,21.97325,804.4646,0,0,621.5151,418.9029,129.0905,0,0
8/20/2024 18:45,105509,13.61072,22.00036,712.9698,0,0,671.9356,147.0394,257.3188,0,0
8/20/2024 18:50,105510,13.61593,22.05684,535.1773,0,0,659.1401,337.6918,403.5203,0,0
8/20/2024 18:55,105511,13.61586,22.14043,401.8062,0,0,699.3137,219.711,234.2444,0,0
8/20/2024 19:00,105512,13.61554,22.11332,395.7993,0,0,633.4499,266.7158,125.6641,0,0
8/20/2024 19:05,105513,13.61514,22.08395,419.749,0,0,470.1872,220.5606,294.0807,0,0
8/20/2024 19:10,105514,13.61469,21.97325,407.7902,0,0,324.0094,245.3581,362.4802,0,0
8/20/2024 19:15,105515,13.61016,21.88965,482.1726,0,0,367.6139,322.3033,232.5372,0,0
8/20/2024 19:20,105516,13.61623,21.80832,772.8096,0,0,329.128,123.1024,113.6988,0,0
8/20/2024 19:25,105517,13.61698,21.72473,751.4709,0,0,592.4565,440.2816,214.5838,0,0
8/20/2024 19:30,105518,13.61133,21.67051,806.2166,0,0,659.1654,185.5238,363.3532,0,0
8/20/2024 19:35,105519,13.61113,21.61628,539.4562,0,0,665.9847,250.4923,319.7411,0,0
8/20/2024 19:40,105520,13.61676,21.61628,393.2831,0,0,601.8942,271.8784,216.3057,0,0
8/20/2024 19:45,105521,13.61703,21.72473,419.7772,0,0,353.0916,181.248,119.6921,0,0
8/20/2024 19:50,105522,13.61057,21.86255,388.126,0,0,365.0436,430.8712,229.114,0,0
8/20/2024 19:55,105523,13.61075,22.00036,571.0884,0,0,366.7619,122.254,416.3474,0,0
8/20/2024 20:00,105524,13.61579,22.14043,749.7366,0,0,321.4378,391.5386,229.9648,0,0
8/20/2024 20:05,105525,13.61058,22.25113,394.1117,0,0,194.9186,83.7808,3.419625,0,0
8/20/2024 20:10,105526,13.61575,22.30761,255.6059,0,0,272.7033,83.77718,57.27623,0,0
8/20/2024 20:15,105527,13.60913,22.30761,172.6821,0,0,372.7198,83.77648,148.746,0,0
8/20/2024 20:20,105528,13.60981,22.27825,181.2349,0,0,199.1874,88.9077,82.06864,0,0
8/20/2024 20:25,105529,13.61461,22.19465,73.52108,0,0,187.2223,159.0107,18.80772,0,0
8/20/2024 20:30,105530,13.60928,22.05684,188.0706,0,0,62.40523,4.274331,82.92202,0,0
8/20/2024 20:35,105531,13.61134,21.91903,420.6198,0,0,138.4968,52.15002,129.0927,0,0
8/20/2024 20:40,105532,13.61629,21.80832,188.935,0,0,303.493,70.1026,160.723,0,0
8/20/2024 20:45,105533,13.61602,21.78121,45.31151,0,0,172.6967,36.76217,46.16644,0,0
8/20/2024 20:50,105534,13.61567,21.67051,160.7299,0,0,181.2486,132.5166,79.50999,0,0
8/20/2024 20:55,105535,13.61595,21.61628,333.418,0,0,365.9049,83.78197,80.3623,0,0
8/20/2024 21:00,105536,13.61608,21.61628,188.9407,0,0,186.3759,53.86092,47.02143,0,0
8/20/2024 21:05,105537,13.61644,21.75184,169.2789,0,0,117.1273,166.714,3.419775,0,0
8/20/2024 21:10,105538,13.61593,21.88965,247.9308,0,0,220.5729,82.92857,82.07364,0,0
8/20/2024 21:15,105539,13.61092,22.02973,306.916,0,0,227.4085,85.49193,78.65257,0,0
8/20/2024 21:20,105540,13.61121,22.16755,212.0209,0,0,172.6945,165.0002,161.5805,0,0
8/20/2024 21:25,105541,13.61567,22.22403,51.29257,0,0,88.90712,17.09752,116.2632,0,0
8/20/2024 21:30,105542,13.60994,22.25113,208.5986,0,0,140.2056,58.98893,80.36174,0,0
8/20/2024 21:35,105543,13.61041,22.22403,226.5516,0,0,369.3219,83.78136,41.03577,0,0
8/20/2024 21:40,105544,13.60945,22.19465,393.25,0,0,168.4136,84.63423,53.85815,0,0
8/20/2024 21:45,105545,13.61558,22.11332,188.0709,0,0,37.61418,165.8443,82.0673,0,0
8/20/2024 21:50,105546,13.61641,21.94614,70.1026,0,0,163.2878,46.16512,77.79678,0,0
8/20/2024 21:55,105547,13.61156,21.88965,211.1567,0,0,365.036,74.37502,160.7184,0,0
8/20/2024 22:00,105548,13.61084,21.75184,412.0615,0,0,186.3681,52.14886,111.1369,0,0
8/20/2024 22:05,105549,13.61603,21.67051,0,0,0,0,0,0,0,0
8/20/2024 22:10,105550,13.61629,21.6434,0,0,0,0,0,0,0,0
8/20/2024 22:15,105551,13.61664,21.58692,0,0,0,0,0,0,0,0
8/20/2024 22:20,105552,13.61676,21.58692,0,0,0,0,0,0,0,0
8/20/2024 22:25,105553,13.61136,21.72473,0,0,0,0,0,0,0,0
8/20/2024 22:30,105554,13.61641,21.86255,0,0,0,0,0,0,0,0
8/20/2024 22:35,105555,13.61061,21.97325,0,0,0,0,0,0,0,0
8/20/2024 22:40,105556,13.61037,22.05684,0,0,0,0,0,0,0,0
8/20/2024 22:45,105557,13.61147,22.08395,0,0,0,0,0,0,0,0
8/20/2024 22:50,105558,13.61586,22.08395,0,0,0,0,0,0,0,0
8/20/2024 22:55,105559,13.6108,22.05684,0,0,0,0,0,0,0,0
8/20/2024 23:00,105560,13.61547,22.02973,0,0,0,0,0,0,0,0
8/20/2024 23:05,105561,13.61548,21.94614,0,0,0,0,0,0,0,0
8/20/2024 23:10,105562,13.61485,21.83543,0,0,0,0,0,0,0,0
8/20/2024 23:15,105563,13.61094,21.78121,0,0,0,0,0,0,0,0
8/20/2024 23:20,105564,13.61638,21.72473,0,0,0,0,0,0,0,0
8/20/2024 23:25,105565,13.61134,21.67051,0,0,0,0,0,0,0,0
8/20/2024 23:30,105566,13.61642,21.61628,0,0,0,0,0,0,0,0
8/20/2024 23:35,105567,13.61155,21.58692,0,0,0,0,0,0,0,0
8/20/2024 23:40,105568,13.61176,21.61628,0,0,0,0,0,0,0,0
8/20/2024 23:45,105569,13.61638,21.72473,0,0,0,0,0,0,0,0
8/20/2024 23:50,105570,13.61644,21.86255,0,0,0,0,0,0,0,0
8/20/2024 23:55,105571,13.61051,22.02973,0,0,0,0,0,0,0,0
8/21/2024 0:00,105572,13.61152,22.14043,0,0,0,0,0,0,0,0
8/21/2024 0:05,105573,13.6106,22.16755,0,0,0,0,0,0,0,0
8/21/2024 0:10,105574,13.61509,22.16755,0,0,0,0,0,0,0,0
8/21/2024 0:15,105575,13.61541,22.16755,0,0,0,0,0,0,0,0
8/21/2024 0:20,105576,13.60988,22.08395,0,0,0,0,0,0,0,0
8/21/2024 0:25,105577,13.61613,21.94614,0,0,0,0,0,0,0,0
8/21/2024 0:30,105578,13.61061,21.83543,0,0,0,0,0,0,0,0
8/21/2024 0:35,105579,13.6106,21.72473,0,0,0,0,0,0,0,0
8/21/2024 0:40,105580,13.61709,21.67051,0,0,0,0,0,0,0,0
8/21/2024 0:45,105581,13.61621,21.61628,0,0,0,0,0,0,0,0
8/21/2024 0:50,105582,13.61637,21.67051,0,0,0,0,0,0,0,0
8/21/2024 0:55,105583,13.6109,21.78121,0,0,0,0,0,0,0,0
8/21/2024 1:00,105584,13.61182,21.91903,0,0,0,0,0,0,0,0
8/21/2024 1:05,105585,13.60982,22.02973,0,0,0,0,0,0,0,0
8/21/2024 1:10,105586,13.61095,22.16755,0,0,0,0,0,0,0,0
8/21/2024 1:15,105587,13.61044,22.22403,0,0,0,0,0,0,0,0
8/21/2024 1:20,105588,13.61492,22.22403,0,0,0,0,0,0,0,0
8/21/2024 1:25,105589,13.61457,22.19465,0,0,0,0,0,0,0,0
8/21/2024 1:30,105590,13.61028,22.05684,0,0,0,0,0,0,0,0
8/21/2024 1:35,105591,13.61508,21.91903,0,0,0,0,0,0,0,0
8/21/2024 1:40,105592,13.60999,21.83543,0,0,0,0,0,0,0,0
8/21/2024 1:45,105593,13.61071,21.72473,0,0,0,0,0,0,0,0
8/21/2024 1:50,105594,13.61133,21.67051,0,0,0,0,0,0,0,0
8/21/2024 1:55,105595,13.61109,21.61628,0,0,0,0,0,0,0,0
8/21/2024 2:00,105596,13.61662,21.72473,0,0,0,0,0,0,0,0
8/21/2024 2:05,105597,13.61177,21.88965,0,0,0,0,0,0,0,0
8/21/2024 2:10,105598,13.6114,22.00036,0,0,0,0,0,0,0,0
8/21/2024 2:15,105599,13.61039,22.14043,0,0,0,0,0,0,0,0
8/21/2024 2:20,105600,13.60966,22.22403,0,0,0,0,0,0,0,0
8/21/2024 2:25,105601,13.6103,22.22403,0,0,0,0,0,0,0,0
8/21/2024 2:30,105602,13.61012,22.16755,0,0,0,0,0,0,0,0
8/21/2024 2:35,105603,13.60935,22.08395,0,0,0,0,0,0,0,0
8/21/2024 2:40,105604,13.61508,21.91903,0,0,0,0,0,0,0,0
8/21/2024 2:45,105605,13.61053,21.80832,0,0,0,0,0,0,0,0
8/21/2024 2:50,105606,13.61134,21.72473,0,0,0,0,0,0,0,0
8/21/2024 2:55,105607,13.61128,21.67051,0,0,0,0,0,0,0,0
8/21/2024 3:00,105608,13.61619,21.67051,0,0,0,0,0,0,0,0
8/21/2024 3:05,105609,13.61595,21.78121,0,0,0,0,0,0,0,0
8/21/2024 3:10,105610,13.61022,21.88965,0,0,0,0,0,0,0,0
8/21/2024 3:15,105611,13.61003,22.00036,0,0,0,0,0,0,0,0
8/21/2024 3:20,105612,13.61637,22.14043,0,0,0,0,0,0,0,0
8/21/2024 3:25,105613,13.61584,22.19465,0,0,0,0,0,0,0,0
8/21/2024 3:30,105614,13.60963,22.22403,0,0,0,0,0,0,0,0
8/21/2024 3:35,105615,13.60953,22.16755,0,0,0,0,0,0,0,0
8/21/2024 3:40,105616,13.61013,22.11332,0,0,0,0,0,0,0,0
8/21/2024 3:45,105617,13.6152,22.00036,0,0,0,0,0,0,0,0
8/21/2024 3:50,105618,13.61639,21.83543,0,0,0,0,0,0,0,0
8/21/2024 3:55,105619,13.61601,21.75184,0,0,0,0,0,0,0,0
8/21/2024 4:00,105620,13.61052,21.67051,0,0,0,0,0,0,0,0
8/21/2024 4:05,105621,13.61179,21.69762,0,0,0,0,0,0,0,0
8/21/2024 4:10,105622,13.61151,21.80832,0,0,0,0,0,0,0,0
8/21/2024 4:15,105623,13.61606,21.91903,0,0,0,0,0,0,0,0
8/21/2024 4:20,105624,13.61651,22.05684,0,0,0,0,0,0,0,0
8/21/2024 4:25,105625,13.61643,22.14043,0,0,0,0,0,0,0,0
8/21/2024 4:30,105626,13.61541,22.19465,0,0,0,0,0,0,0,0
8/21/2024 4:35,105627,13.61497,22.25113,0,0,0,0,0,0,0,0
8/21/2024 4:40,105628,13.61486,22.22403,0,0,0,0,0,0,0,0
8/21/2024 4:45,105629,13.61503,22.16755,0,0,0,0,0,0,0,0
8/21/2024 4:50,105630,13.60976,22.05684,0,0,0,0,0,0,0,0
8/21/2024 4:55,105631,13.61488,21.94614,0,0,0,0,0,0,0,0
8/21/2024 5:00,105632,13.61513,21.80832,0,0,0,0,0,0,0,0
8/21/2024 5:05,105633,13.61157,21.69762,0,0,0,0,0,0,0,0
8/21/2024 5:10,105634,13.61007,21.67051,0,0,0,0,0,0,0,0
8/21/2024 5:15,105635,13.61606,21.78121,0,0,0,0,0,0,0,0
8/21/2024 5:20,105636,13.61565,21.88965,0,0,0,0,0,0,0,0
8/21/2024 5:25,105637,13.61033,22.00036,0,0,0,0,0,0,0,0
8/21/2024 5:30,105638,13.61486,22.11332,0,0,0,0,0,0,0,0
8/21/2024 5:35,105639,13.61487,22.22403,0,0,0,0,0,0,0,0
8/21/2024 5:40,105640,13.61004,22.30761,0,0,0,0,0,0,0,0
8/21/2024 5:45,105641,13.60933,22.27825,0,0,0,0,0,0,0,0
8/21/2024 5:50,105642,13.61463,22.22403,0,0,0,0,0,0,0,0
8/21/2024 5:55,105643,13.60953,22.16755,0,0,0,0,0,0,0,0
8/21/2024 6:00,105644,13.60917,22.05684,0,0,0,0,0,0,0,0
8/21/2024 6:05,105645,13.60963,21.91903,41.89009,0,0,196.627,86.34488,76.08608,0,0
8/21/2024 6:10,105646,13.61646,21.78121,412.067,0,0,165.8527,5.129466,82.92636,0,0
8/21/2024 6:15,105647,13.61612,21.69762,174.4116,0,0,135.0835,76.09132,81.22107,0,0
8/21/2024 6:20,105648,13.61542,21.72473,209.4524,0,0,166.707,162.4324,84.63586,0,0
8/21/2024 6:25,105649,13.61563,21.86255,393.263,0,0,40.18122,80.36243,82.9272,0,0
8/21/2024 6:30,105650,13.61524,22.00036,212.8756,0,0,148.7564,86.34711,38.47149,0,0
8/21/2024 6:35,105651,13.61524,22.16755,88.0557,0,0,291.5242,164.9976,161.5779,0,0
8/21/2024 6:40,105652,13.61579,22.27825,173.5395,0,0,185.5077,20.51698,125.6665,0,0
8/21/2024 6:45,105653,13.60972,22.27825,410.3182,0,0,37.6125,40.17699,81.20881,0,0
8/21/2024 6:50,105654,13.60936,22.27825,217.9857,0,0,182.0822,82.06519,64.11343,0,0
8/21/2024 6:55,105655,13.6091,22.25113,201.7435,0,0,323.9864,83.77484,28.20989,0,0
8/21/2024 7:00,105656,13.61447,22.25113,82.06887,0,0,170.1219,168.4122,84.63352,0,0
8/21/2024 7:05,105657,13.61475,22.16755,176.9494,0,0,123.9501,83.77317,47.01555,0,0
8/21/2024 7:10,105658,13.61009,22.11332,421.4474,0,0,172.6823,84.63142,159.8593,0,0
8/21/2024 7:15,105659,13.61513,21.97325,170.9701,0,0,247.9066,144.4697,119.6791,0,0
8/21/2024 7:20,105660,13.61535,21.78121,46.16533,0,0,170.9827,32.48671,78.65204,0,0
8/21/2024 7:25,105661,13.6108,21.67051,181.2443,0,0,57.28003,82.07288,80.36302,0,0
8/21/2024 7:30,105662,13.61033,21.61628,401.8282,0,0,147.907,118.8385,58.99179,0,0
8/21/2024 7:35,105663,13.61107,21.67051,213.7395,0,0,324.0291,23.93882,3.419832,0,0
8/21/2024 7:40,105664,13.61082,21.83543,106.8639,0,0,181.2411,74.37725,73.52234,0,0
8/21/2024 7:45,105665,13.61084,21.94614,162.4284,0,0,107.7157,41.03454,82.92396,0,0
8/21/2024 7:50,105666,13.6161,22.11332,422.3376,0,0,165.8573,14.53388,106.8668,0,0
8/21/2024 7:55,105667,13.61089,22.16755,167.5551,0,0,343.659,166.7003,160.7162,0,0
8/21/2024 8:00,105668,13.61039,22.25113,147.0398,0,0,182.9448,88.05288,58.98688,0,0
8/21/2024 8:05,105669,13.60988,22.22403,404.3515,0,0,351.3499,260.7341,122.2458,0,0
8/21/2024 8:10,105670,13.60884,22.25113,402.6463,0,0,361.6123,266.7211,149.6032,0,0
8/21/2024 8:15,105671,13.61478,22.16755,494.1204,0,0,424.8751,176.1052,224.8333,0,0
8/21/2024 8:20,105672,13.61002,22.08395,769.4016,0,0,701.0103,450.5274,386.4106,0,0
8/21/2024 8:25,105673,13.61577,21.94614,754.0167,0,0,659.1234,124.8145,306.0521,0,0
8/21/2024 8:30,105674,13.6112,21.78121,774.5152,0,0,681.334,307.7544,205.1696,0,0
8/21/2024 8:35,105675,13.61057,21.67051,585.6254,0,0,356.5048,232.5403,117.98,0,0
8/21/2024 8:40,105676,13.61638,21.61628,387.2918,0,0,366.773,195.7833,229.9812,0,0
8/21/2024 8:45,105677,13.61097,21.67051,418.9289,0,0,322.3188,430.8983,351.3873,0,0
8/21/2024 8:50,105678,13.61083,21.83543,404.3708,0,0,541.1558,124.8164,326.5743,0,0
8/21/2024 8:55,105679,13.61143,22.00036,561.6829,0,0,690.7759,355.647,169.2743,0,0
8/21/2024 9:00,105680,13.61052,22.11332,711.2331,0,0,674.4747,202.5989,213.7119,0,0
8/21/2024 9:05,105681,13.61008,22.22403,784.768,0,0,659.9574,282.961,395.8035,0,0
8/21/2024 9:10,105682,13.61034,22.27825,791.6577,0,0,662.5645,239.3781,229.1191,0,0
8/21/2024 9:15,105683,13.6153,22.22403,753.0977,0,0,685.5668,226.5277,118.8202,0,0
8/21/2024 9:20,105684,13.61566,22.19465,753.9755,0,0,669.3455,236.7927,213.7119,0,0
8/21/2024 9:25,105685,13.61585,22.11332,782.202,0,0,483.8539,227.3942,462.4823,0,0
8/21/2024 9:30,105686,13.61071,22.00036,722.3753,0,0,324.0003,347.0821,209.4461,0,0
8/21/2024 9:35,105687,13.61554,21.86255,453.9548,0,0,367.6094,128.2358,116.2672,0,0
8/21/2024 9:40,105688,13.6101,21.72473,414.6332,0,0,322.3026,424.8922,216.2932,0,0
8/21/2024 9:45,105689,13.61085,21.67051,420.6277,0,0,525.7847,189.7955,384.7205,0,0
8/21/2024 9:50,105690,13.61105,21.75184,465.091,0,0,693.3618,253.0642,298.3764,0,0
8/21/2024 9:55,105691,13.61591,21.88965,690.7928,0,0,660.8699,234.254,166.7136,0,0
8/21/2024 10:00,105692,13.61582,22.05684,807.0443,0,0,693.34,229.1185,206.0357,0,0
8/21/2024 10:05,105693,13.61559,22.19465,762.5962,0,0,687.3625,454.822,600.1598,0,0
8/21/2024 10:10,105694,13.61007,22.30761,753.1411,0,0,637.7335,474.4532,296.6401,0,0
8/21/2024 10:15,105695,13.61043,22.30761,763.4176,0,0,559.9536,461.6411,339.3917,0,0
8/21/2024 10:20,105696,13.6104,22.27825,804.3917,0,0,476.9932,550.5082,594.1044,0,0
8/21/2024 10:25,105697,13.61477,22.19465,783.8913,0,0,357.3245,359.0342,472.7283,0,0
8/21/2024 10:30,105698,13.6092,22.11332,736.0142,0,0,347.9184,630.0144,332.5314,0,0
8/21/2024 10:35,105699,13.61469,21.97325,701.8628,0,0,368.4566,309.4693,530.8853,0,0
8/21/2024 10:40,105700,13.61477,21.86255,735.2567,0,0,325.7358,637.7924,590.7701,0,0
8/21/2024 10:45,105701,13.61587,21.75184,741.2236,0,0,477.0505,312.0492,454.8223,0,0
8/21/2024 10:50,105702,13.61601,21.72473,759.9996,0,0,697.5924,636.0402,329.1337,0,0
8/21/2024 10:55,105703,13.61642,21.80832,781.4091,0,0,660.8635,326.5846,353.0875,0,0
8/21/2024 11:00,105704,13.61588,21.94614,767.7421,0,0,683.9573,641.21,599.3176,0,0
8/21/2024 11:05,105705,13.61645,22.05684,736.057,0,0,653.9879,300.065,567.6444,0,0
8/21/2024 11:10,105706,13.61167,22.11332,665.9473,0,0,484.7139,653.1241,333.4011,0,0
8/21/2024 11:15,105707,13.61639,22.14043,559.1261,0,0,367.6212,342.8281,465.0835,0,0
8/21/2024 11:20,105708,13.6155,22.05684,493.2621,0,0,335.1105,616.3639,594.9921,0,0
8/21/2024 11:25,105709,13.61489,22.00036,444.5518,0,0,371.0298,347.0923,395.8221,0,0
8/21/2024 11:30,105710,13.61593,21.91903,416.3409,0,0,359.9169,618.0995,329.1401,0,0
8/21/2024 11:35,105711,13.61669,21.86255,453.1184,0,0,407.8066,346.2509,496.7204,0,0
8/21/2024 11:40,105712,13.61138,21.80832,527.5113,0,0,676.2746,616.4273,590.7784,0,0
8/21/2024 11:45,105713,13.6156,21.75184,607.8407,0,0,663.4098,344.5285,546.2872,0,0
8/21/2024 11:50,105714,13.61588,21.69762,646.3353,0,0,691.6472,613.8475,330.8621,0,0
8/21/2024 11:55,105715,13.6115,21.61628,664.2871,0,0,600.1667,343.6852,319.7469,0,0
8/21/2024 12:00,105716,13.61628,21.5598,706.1896,0,0,353.9498,613,636.9386,0,0
8/21/2024 12:05,105717,13.61091,21.67051,706.1498,0,0,372.7377,933.5541,907.907,0,0
8/21/2024 12:10,105718,13.6109,21.78121,655.7315,0,0,373.6045,930.1641,902.8064,0,0
8/21/2024 12:15,105719,13.61119,21.94614,461.6614,0,0,327.4376,935.2918,902.8046,0,0
8/21/2024 12:20,105720,13.61632,22.08395,425.7581,0,0,346.249,942.1393,903.6672,0,0
8/21/2024 12:25,105721,13.61069,22.05684,374.4448,0,0,355.6371,941.2413,903.6259,0,0
8/21/2024 12:30,105722,13.61079,22.00036,771.9508,0,0,371.0151,939.506,904.4562,0,0
8/21/2024 12:35,105723,13.6105,21.88965,760.85,0,0,416.3303,940.3764,905.326,0,0
8/21/2024 12:40,105724,13.61552,21.86255,673.6595,0,0,523.1974,941.2425,904.4819,0,0
8/21/2024 12:45,105725,13.61552,21.83543,384.7201,0,0,659.1537,946.4114,904.5197,0,0
8/21/2024 12:50,105726,13.61046,21.80832,424.8885,0,0,695.8939,946.3815,904.4911,0,0
8/21/2024 12:55,105727,13.6108,21.75184,600.1613,0,0,665.9909,946.4081,906.2264,0,0
8/21/2024 13:00,105728,13.61066,21.69762,761.7426,0,0,665.9905,940.423,907.0807,0,0
8/21/2024 13:05,105729,13.61641,21.6434,808.7429,0,0,671.1027,939.5438,907.0573,0,0
8/21/2024 13:10,105730,13.61139,21.61628,430.0318,0,0,708.7403,945.557,907.9399,0,0
8/21/2024 13:15,105731,13.61638,21.69762,426.6219,0,0,614.7118,947.2888,907.9609,0,0
8/21/2024 13:20,105732,13.61553,21.80832,476.2101,0,0,471.0803,947.2903,907.9624,0,0
